id,score,metric_name
4_0_28,1.0,total_score
4_1_28,1.0,total_score
4_2_28,1.0,total_score
4_3_28,1.0,total_score
4_4_28,1.0,total_score
4_5_28,1.0,total_score
5_0_28,0.4,total_score
5_1_28,0.4,total_score
5_2_28,0.4,total_score
5_3_28,0.4,total_score
5_4_28,0.4,total_score
5_5_28,0.4,total_score
6_0_28,1.0,total_score
6_1_28,1.0,total_score
6_2_28,1.0,total_score
6_3_28,0.4,total_score
6_4_28,1.0,total_score
6_5_28,1.0,total_score
7_0_28,1.0,total_score
7_1_28,1.0,total_score
7_2_28,0.4,total_score
7_3_28,1.0,total_score
7_4_28,1.0,total_score
7_5_28,1.0,total_score
8_0_28,1.0,total_score
8_1_28,1.0,total_score
8_2_28,1.0,total_score
8_3_28,0.0,total_score
8_4_28,1.0,total_score
8_5_28,1.0,total_score
9_0_28,1.0,total_score
9_1_28,1.0,total_score
9_2_28,1.0,total_score
9_3_28,1.0,total_score
9_4_28,1.0,total_score
9_5_28,1.0,total_score
10_0_28,1.0,total_score
10_1_28,1.0,total_score
10_2_28,0.4,total_score
10_3_28,1.0,total_score
10_4_28,1.0,total_score
10_5_28,1.0,total_score
0_0_60,0.4,total_score
0_1_60,1.0,total_score
0_2_60,0.4,total_score
0_3_60,0.6,total_score
0_4_60,0.5,total_score
0_5_60,1.0,total_score
1_0_60,0.24,total_score
1_1_60,0.24,total_score
1_2_60,0.44000000000000006,total_score
1_3_60,0.8400000000000001,total_score
1_4_60,0.5,total_score
1_5_60,0.8400000000000001,total_score
2_0_60,1.0,total_score
2_1_60,1.0,total_score
2_2_60,1.0,total_score
2_3_60,1.0,total_score
2_4_60,1.0,total_score
2_5_60,1.0,total_score
3_0_60,1.0,total_score
3_1_60,1.0,total_score
3_2_60,0.0,total_score
3_3_60,1.0,total_score
3_4_60,0.6,total_score
3_5_60,1.0,total_score
4_0_60,1.0,total_score
4_1_60,1.0,total_score
4_2_60,1.0,total_score
4_3_60,1.0,total_score
4_4_60,1.0,total_score
4_5_60,1.0,total_score
5_0_60,0.6,total_score
5_1_60,0.4,total_score
5_2_60,0.6,total_score
5_3_60,0.4,total_score
5_4_60,0.4,total_score
5_5_60,0.4,total_score
6_0_60,1.0,total_score
6_1_60,1.0,total_score
6_2_60,0.4,total_score
6_3_60,1.0,total_score
6_4_60,0.6,total_score
6_5_60,1.0,total_score
7_0_60,1.0,total_score
7_1_60,1.0,total_score
7_2_60,0.4,total_score
7_3_60,0.4,total_score
7_4_60,1.0,total_score
7_5_60,1.0,total_score
8_0_60,1.0,total_score
8_1_60,1.0,total_score
8_2_60,0.4,total_score
8_3_60,0.4,total_score
8_4_60,1.0,total_score
8_5_60,1.0,total_score
9_0_60,1.0,total_score
9_1_60,1.0,total_score
9_2_60,0.4,total_score
9_3_60,0.4,total_score
9_4_60,1.0,total_score
9_5_60,1.0,total_score
10_0_60,1.0,total_score
10_1_60,1.0,total_score
10_2_60,1.0,total_score
10_3_60,1.0,total_score
10_4_60,1.0,total_score
10_5_60,1.0,total_score
0_0_120,0.5,total_score
0_1_120,0.6,total_score
0_2_120,0.9,total_score
0_3_120,0.9,total_score
0_4_120,0.9,total_score
0_5_120,0.5,total_score
1_0_120,0.24,total_score
1_1_120,0.6,total_score
1_2_120,0.44000000000000006,total_score
1_3_120,1.0,total_score
1_4_120,0.9,total_score
1_5_120,0.5,total_score
2_0_120,1.0,total_score
2_1_120,1.0,total_score
2_2_120,1.0,total_score
2_3_120,0.4,total_score
2_4_120,1.0,total_score
2_5_120,1.0,total_score
3_0_120,1.0,total_score
3_1_120,1.0,total_score
3_2_120,1.0,total_score
3_3_120,0.4,total_score
3_4_120,1.0,total_score
3_5_120,0.6,total_score
4_0_120,1.0,total_score
4_1_120,1.0,total_score
4_2_120,1.0,total_score
4_3_120,0.4,total_score
4_4_120,1.0,total_score
4_5_120,0.6,total_score
5_0_120,0.4,total_score
5_1_120,0.4,total_score
5_2_120,1.0,total_score
5_3_120,0.4,total_score
5_4_120,0.4,total_score
5_5_120,0.4,total_score
6_0_120,1.0,total_score
6_1_120,1.0,total_score
6_2_120,1.0,total_score
6_3_120,0.4,total_score
6_4_120,1.0,total_score
6_5_120,1.0,total_score
7_0_120,0.6,total_score
7_1_120,1.0,total_score
7_2_120,0.4,total_score
7_3_120,1.0,total_score
7_4_120,1.0,total_score
7_5_120,1.0,total_score
8_0_120,1.0,total_score
8_1_120,1.0,total_score
8_2_120,1.0,total_score
8_3_120,0.4,total_score
8_4_120,1.0,total_score
8_5_120,0.0,total_score
9_0_120,1.0,total_score
9_1_120,1.0,total_score
9_2_120,1.0,total_score
9_3_120,1.0,total_score
9_4_120,1.0,total_score
9_5_120,1.0,total_score
10_0_120,1.0,total_score
10_1_120,1.0,total_score
10_2_120,1.0,total_score
10_3_120,1.0,total_score
10_4_120,1.0,total_score
10_5_120,1.0,total_score
